Scenario,Episode,Result,Steps,Final_HP,Is_Success,Is_Flow,Real_Time_Sec
2. Walls Only,28,flow_success,84,3,1,1,0.0399
2. Walls Only,29,too_fast,32,3,1,0,0.0089
2. Walls Only,30,too_fast,36,3,1,0,0.0102
2. Walls Only,31,flow_success,64,3,1,1,0.0259
2. Walls Only,32,flow_success,76,3,1,1,0.0373
2. Walls Only,33,flow_success,92,3,1,1,0.0431
2. Walls Only,34,too_fast,48,3,1,0,0.0151
2. Walls Only,35,too_fast,36,3,1,0,0.0103
2. Walls Only,36,flow_success,88,3,1,1,0.0447
2. Walls Only,37,too_fast,32,3,1,0,0.0089
2. Walls Only,38,flow_success,56,3,1,1,0.0206
2. Walls Only,39,flow_success,84,3,1,1,0.0401
2. Walls Only,40,too_slow,112,3,1,0,0.0583
2. Walls Only,41,flow_success,56,3,1,1,0.0206
2. Walls Only,42,too_fast,44,3,1,0,0.014
2. Walls Only,43,flow_success,96,3,1,1,0.0478
2. Walls Only,44,flow_success,96,3,1,1,0.045
2. Walls Only,45,flow_success,52,3,1,1,0.0179
2. Walls Only,46,flow_success,96,3,1,1,0.048
2. Walls Only,47,too_fast,44,3,1,0,0.0137
2. Walls Only,48,flow_success,64,3,1,1,0.0256
2. Walls Only,49,flow_success,92,3,1,1,0.0438
2. Walls Only,50,too_slow,104,3,1,0,0.0546
2. Walls Only,51,flow_success,60,3,1,1,0.0245
2. Walls Only,52,too_fast,40,3,1,0,0.0122
2. Walls Only,53,flow_success,68,3,1,1,0.0299
2. Walls Only,54,flow_success,84,3,1,1,0.0395
2. Walls Only,55,flow_success,72,3,1,1,0.0293
2. Walls Only,56,flow_success,88,3,1,1,0.041
2. Walls Only,57,too_fast,48,3,1,0,0.0182
2. Walls Only,58,too_fast,48,3,1,0,0.0346
2. Walls Only,59,flow_success,56,3,1,1,0.0426
2. Walls Only,60,too_fast,36,3,1,0,0.0109
2. Walls Only,61,too_fast,44,3,1,0,0.0145
2. Walls Only,62,too_fast,32,3,1,0,0.0096
2. Walls Only,63,too_fast,48,3,1,0,0.0173
2. Walls Only,64,flow_success,60,3,1,1,0.024
2. Walls Only,65,flow_success,100,3,1,1,0.0506
2. Walls Only,66,flow_success,100,3,1,1,0.0509
2. Walls Only,67,too_fast,48,3,1,0,0.017
2. Walls Only,68,flow_success,56,3,1,1,0.0203
2. Walls Only,69,flow_success,52,3,1,1,0.0182
2. Walls Only,70,flow_success,72,3,1,1,0.0312
2. Walls Only,71,flow_success,64,3,1,1,0.0239
2. Walls Only,72,too_fast,36,3,1,0,0.0106
2. Walls Only,73,flow_success,90,3,1,1,0.0464
2. Walls Only,74,flow_success,88,3,1,1,0.044
2. Walls Only,75,flow_success,60,3,1,1,0.0225
2. Walls Only,76,too_fast,36,3,1,0,0.0106
2. Walls Only,77,flow_success,100,3,1,1,0.052
2. Walls Only,78,too_fast,48,3,1,0,0.0164
2. Walls Only,79,flow_success,84,3,1,1,0.0411
2. Walls Only,80,flow_success,56,3,1,1,0.0198
2. Walls Only,81,flow_success,88,3,1,1,0.0434
2. Walls Only,82,flow_success,72,3,1,1,0.0304
2. Walls Only,83,too_fast,36,3,1,0,0.011
2. Walls Only,84,flow_success,56,3,1,1,0.0204
2. Walls Only,85,flow_success,76,3,1,1,0.0359
2. Walls Only,86,flow_success,80,3,1,1,0.0371
2. Walls Only,87,too_fast,48,3,1,0,0.0155
2. Walls Only,88,flow_success,84,3,1,1,0.0418
2. Walls Only,89,flow_success,92,3,1,1,0.0464
2. Walls Only,90,flow_success,52,3,1,1,0.0184
2. Walls Only,91,too_fast,48,3,1,0,0.0174
2. Walls Only,92,too_fast,36,3,1,0,0.0107
2. Walls Only,93,flow_success,60,3,1,1,0.0242
2. Walls Only,94,flow_success,72,3,1,1,0.03
2. Walls Only,95,flow_success,60,3,1,1,0.0224
2. Walls Only,96,too_fast,36,3,1,0,0.0103
2. Walls Only,97,flow_success,52,3,1,1,0.0178
2. Walls Only,98,too_fast,36,3,1,0,0.0104
2. Walls Only,99,flow_success,52,3,1,1,0.0176
2. Walls Only,100,flow_success,68,3,1,1,0.0284
3. Walls + Monsters,1,too_fast,48,3,1,0,0.0167
3. Walls + Monsters,2,flow_success,88,3,1,1,0.0453
3. Walls + Monsters,3,flow_success,60,3,1,1,0.0221
3. Walls + Monsters,4,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,5,flow_success,68,3,1,1,0.0268
3. Walls + Monsters,6,flow_success,76,3,1,1,0.0328
3. Walls + Monsters,7,flow_success,68,3,1,1,0.0265
3. Walls + Monsters,8,flow_success,56,3,1,1,0.0201
3. Walls + Monsters,9,too_fast,28,3,1,0,0.0075
3. Walls + Monsters,10,too_fast,36,3,1,0,0.0106
3. Walls + Monsters,11,too_fast,48,3,1,0,0.0166
3. Walls + Monsters,12,too_fast,36,3,1,0,0.0106
3. Walls + Monsters,13,too_fast,40,3,1,0,0.012
3. Walls + Monsters,14,flow_success,68,3,1,1,0.0284
3. Walls + Monsters,15,too_fast,44,3,1,0,0.0135
3. Walls + Monsters,16,flow_success,84,3,1,1,0.0413
3. Walls + Monsters,17,flow_success,56,3,1,1,0.0195
3. Walls + Monsters,18,flow_success,72,3,1,1,0.0297
3. Walls + Monsters,19,too_fast,36,3,1,0,0.0103
3. Walls + Monsters,20,flow_success,52,3,1,1,0.0194
3. Walls + Monsters,21,too_fast,40,3,1,0,0.0122
3. Walls + Monsters,22,flow_success,72,3,1,1,0.0301
3. Walls + Monsters,23,too_fast,40,3,1,0,0.0118
3. Walls + Monsters,24,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,25,flow_success,60,3,1,1,0.0224
3. Walls + Monsters,26,flow_success,56,3,1,1,0.0203
3. Walls + Monsters,27,too_fast,48,3,1,0,0.0166
3. Walls + Monsters,28,flow_success,52,3,1,1,0.0184
3. Walls + Monsters,29,flow_success,52,3,1,1,0.0184
3. Walls + Monsters,30,flow_success,88,3,1,1,0.04
3. Walls + Monsters,31,flow_success,56,3,1,1,0.0209
3. Walls + Monsters,32,flow_success,96,3,1,1,0.0496
3. Walls + Monsters,33,too_fast,44,3,1,0,0.0134
3. Walls + Monsters,34,too_fast,40,3,1,0,0.012
3. Walls + Monsters,35,too_fast,28,3,1,0,0.0075
3. Walls + Monsters,36,flow_success,56,3,1,1,0.0201
3. Walls + Monsters,37,too_fast,36,3,1,0,0.0103
3. Walls + Monsters,38,flow_success,52,3,1,1,0.0183
3. Walls + Monsters,39,flow_success,52,3,1,1,0.0183
3. Walls + Monsters,40,too_fast,44,3,1,0,0.0135
3. Walls + Monsters,41,flow_success,92,3,1,1,0.0459
3. Walls + Monsters,42,flow_success,64,3,1,1,0.0245
3. Walls + Monsters,43,flow_success,64,3,1,1,0.025
3. Walls + Monsters,44,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,45,too_fast,44,3,1,0,0.014
3. Walls + Monsters,46,too_fast,48,3,1,0,0.0158
3. Walls + Monsters,47,flow_success,64,3,1,1,0.0265
3. Walls + Monsters,48,too_fast,42,3,1,0,0.022
3. Walls + Monsters,49,flow_success,64,3,1,1,0.0254
3. Walls + Monsters,50,flow_success,72,3,1,1,0.029
3. Walls + Monsters,51,flow_success,56,3,1,1,0.0201
3. Walls + Monsters,52,flow_success,52,3,1,1,0.0177
3. Walls + Monsters,53,flow_success,56,3,1,1,0.0202
3. Walls + Monsters,54,flow_success,60,3,1,1,0.022
3. Walls + Monsters,55,flow_success,52,3,1,1,0.0172
3. Walls + Monsters,56,flow_success,64,3,1,1,0.0255
3. Walls + Monsters,57,flow_success,84,3,1,1,0.0416
3. Walls + Monsters,58,flow_success,76,3,1,1,0.0311
3. Walls + Monsters,59,flow_success,52,3,1,1,0.0188
3. Walls + Monsters,60,flow_success,56,3,1,1,0.0217
3. Walls + Monsters,61,flow_success,64,3,1,1,0.0268
3. Walls + Monsters,62,flow_success,68,3,1,1,0.0263
3. Walls + Monsters,63,flow_success,88,3,1,1,0.0429
3. Walls + Monsters,64,flow_success,64,3,1,1,0.0251
3. Walls + Monsters,65,too_fast,40,3,1,0,0.0121
3. Walls + Monsters,66,flow_success,72,3,1,1,0.0291
3. Walls + Monsters,67,too_fast,40,3,1,0,0.012
3. Walls + Monsters,68,flow_success,72,3,1,1,0.0299
3. Walls + Monsters,69,flow_success,60,3,1,1,0.0254
3. Walls + Monsters,70,flow_success,68,3,1,1,0.0263
3. Walls + Monsters,71,flow_success,68,3,1,1,0.0307
3. Walls + Monsters,72,too_fast,44,3,1,0,0.0139
3. Walls + Monsters,73,too_fast,44,3,1,0,0.0142
3. Walls + Monsters,74,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,75,too_fast,44,3,1,0,0.0141
3. Walls + Monsters,76,flow_success,72,3,1,1,0.0318
3. Walls + Monsters,77,too_fast,32,3,1,0,0.0089
3. Walls + Monsters,78,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,79,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,80,too_fast,40,3,1,0,0.0119
3. Walls + Monsters,81,too_fast,40,3,1,0,0.0122
3. Walls + Monsters,82,flow_success,80,3,1,1,0.0358
3. Walls + Monsters,83,flow_success,100,3,1,1,0.0505
3. Walls + Monsters,84,flow_success,56,3,1,1,0.0199
3. Walls + Monsters,85,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,86,flow_success,88,3,1,1,0.0464
3. Walls + Monsters,87,flow_success,76,3,1,1,0.0338
3. Walls + Monsters,88,too_fast,44,3,1,0,0.0141
3. Walls + Monsters,89,flow_success,96,3,1,1,0.0474
3. Walls + Monsters,90,flow_success,52,3,1,1,0.0176
3. Walls + Monsters,91,too_fast,48,3,1,0,0.0157
3. Walls + Monsters,92,flow_success,72,3,1,1,0.0306
3. Walls + Monsters,93,too_fast,32,3,1,0,0.0091
3. Walls + Monsters,94,flow_success,72,3,1,1,0.0293
3. Walls + Monsters,95,too_fast,48,3,1,0,0.0159
3. Walls + Monsters,96,too_fast,48,3,1,0,0.0158
3. Walls + Monsters,97,too_fast,48,3,1,0,0.0159
3. Walls + Monsters,98,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,99,flow_success,92,3,1,1,0.0467
3. Walls + Monsters,100,too_fast,32,3,1,0,0.0088
4. Full Features,1,too_fast,21,3,1,0,0.0118
4. Full Features,2,flow_success,95,3,1,1,0.0474
4. Full Features,3,timeout,151,3,0,0,0.0585
4. Full Features,4,timeout,151,3,0,0,0.0424
4. Full Features,5,too_fast,40,3,1,0,0.0223
4. Full Features,6,too_fast,38,3,1,0,0.0193
4. Full Features,7,too_fast,32,3,1,0,0.0132
4. Full Features,8,timeout,151,3,0,0,0.0912
4. Full Features,9,too_fast,39,3,1,0,0.0163
4. Full Features,10,timeout,151,3,0,0,0.0869
4. Full Features,11,flow_success,95,3,1,1,0.0441
4. Full Features,12,timeout,151,3,0,0,0.0971
4. Full Features,13,too_fast,38,3,1,0,0.0139
4. Full Features,14,too_fast,24,3,1,0,0.0067
4. Full Features,15,too_fast,24,3,1,0,0.0063
4. Full Features,16,timeout,151,3,0,0,0.0762
4. Full Features,17,timeout,151,3,0,0,0.0668
4. Full Features,18,timeout,151,3,0,0,0.0737
4. Full Features,19,timeout,151,3,0,0,0.0654
4. Full Features,20,flow_success,68,3,1,1,0.0306
4. Full Features,21,timeout,151,3,0,0,0.0475
4. Full Features,22,too_fast,21,3,1,0,0.0056
4. Full Features,23,flow_success,52,3,1,1,0.0216
4. Full Features,24,too_fast,38,3,1,0,0.0116
4. Full Features,25,too_fast,36,3,1,0,0.0108
4. Full Features,26,flow_success,84,3,1,1,0.042
4. Full Features,27,timeout,151,3,0,0,0.0666
4. Full Features,28,too_fast,44,3,1,0,0.0222
4. Full Features,29,too_fast,44,3,1,0,0.0215
4. Full Features,30,too_fast,40,3,1,0,0.0173
4. Full Features,31,timeout,151,3,0,0,0.0749
4. Full Features,32,too_fast,43,3,1,0,0.017
4. Full Features,33,flow_success,56,3,1,1,0.0213
4. Full Features,34,too_fast,34,3,1,0,0.0106
4. Full Features,35,timeout,151,3,0,0,0.0377
4. Full Features,36,too_fast,39,3,1,0,0.0184
4. Full Features,37,too_fast,46,3,1,0,0.0192
4. Full Features,38,timeout,151,3,0,0,0.0398
4. Full Features,39,timeout,151,3,0,0,0.0417
4. Full Features,40,timeout,151,3,0,0,0.0557
4. Full Features,41,flow_success,70,3,1,1,0.0343
4. Full Features,42,too_fast,26,3,1,0,0.0095
4. Full Features,43,timeout,151,3,0,0,0.0829
4. Full Features,44,timeout,151,3,0,0,0.1277
4. Full Features,45,timeout,151,3,0,0,0.0443
4. Full Features,46,flow_success,60,3,1,1,0.028
4. Full Features,47,timeout,151,3,0,0,0.0683
4. Full Features,48,timeout,151,3,0,0,0.0625
4. Full Features,49,flow_success,52,3,1,1,0.0187
4. Full Features,50,too_fast,46,3,1,0,0.0179
4. Full Features,51,flow_success,84,3,1,1,0.0424
4. Full Features,52,too_fast,44,3,1,0,0.0178
4. Full Features,53,timeout,151,3,0,0,0.0632
4. Full Features,54,timeout,151,3,0,0,0.0684
4. Full Features,55,timeout,151,3,0,0,0.0689
4. Full Features,56,too_fast,21,3,1,0,0.0061
4. Full Features,57,too_fast,34,3,1,0,0.014
4. Full Features,58,timeout,151,3,0,0,0.046
4. Full Features,59,too_fast,1,3,1,0,0.0003
4. Full Features,60,flow_success,80,3,1,1,0.0398
4. Full Features,61,flow_success,55,3,1,1,0.0242
4. Full Features,62,timeout,151,3,0,0,0.0597
4. Full Features,63,timeout,151,3,0,0,0.089
4. Full Features,64,flow_success,71,3,1,1,0.0361
4. Full Features,65,timeout,151,3,0,0,0.0542
4. Full Features,66,flow_success,56,3,1,1,0.0234
4. Full Features,67,too_fast,36,3,1,0,0.0105
4. Full Features,68,flow_success,66,3,1,1,0.0337
4. Full Features,69,timeout,151,3,0,0,0.0715
4. Full Features,70,too_fast,21,3,1,0,0.0057
4. Full Features,71,flow_success,76,3,1,1,0.0316
4. Full Features,72,flow_success,54,3,1,1,0.0204
4. Full Features,73,flow_success,64,3,1,1,0.0267
4. Full Features,74,flow_success,63,3,1,1,0.0253
4. Full Features,75,flow_success,64,3,1,1,0.0329
4. Full Features,76,flow_success,69,3,1,1,0.0273
4. Full Features,77,too_fast,36,3,1,0,0.0127
4. Full Features,78,timeout,151,3,0,0,0.0464
4. Full Features,79,flow_success,60,3,1,1,0.0325
4. Full Features,80,too_fast,23,3,1,0,0.0119
4. Full Features,81,timeout,151,3,0,0,0.069
4. Full Features,82,too_fast,38,3,1,0,0.0194
4. Full Features,83,too_fast,27,3,1,0,0.0074
4. Full Features,84,flow_success,65,3,1,1,0.0326
4. Full Features,85,too_fast,44,3,1,0,0.0153
4. Full Features,86,too_fast,42,3,1,0,0.0165
4. Full Features,87,too_fast,44,3,1,0,0.0137
4. Full Features,88,flow_success,72,3,1,1,0.0459
4. Full Features,89,timeout,151,3,0,0,0.0768
4. Full Features,90,timeout,151,3,0,0,0.0879
4. Full Features,91,too_fast,19,3,1,0,0.0102
4. Full Features,92,too_fast,18,3,1,0,0.0079
4. Full Features,93,flow_success,54,3,1,1,0.0237
4. Full Features,94,flow_success,77,3,1,1,0.0404
4. Full Features,95,flow_success,98,3,1,1,0.0468
4. Full Features,96,too_fast,7,3,1,0,0.003
4. Full Features,97,timeout,151,3,0,0,0.0733
4. Full Features,98,timeout,151,3,0,0,0.0692
4. Full Features,99,flow_success,61,3,1,1,0.0236
4. Full Features,100,timeout,151,3,0,0,0.0766
