Scenario,Episode,Result,Steps,Final_HP,Is_Success,Is_Flow,Real_Time_Sec
1. Static Maze (No Agent),35,flow_success,60,3,1,1,0.022
1. Static Maze (No Agent),36,flow_success,96,3,1,1,0.0432
1. Static Maze (No Agent),37,flow_success,88,3,1,1,0.0389
1. Static Maze (No Agent),38,too_fast,32,3,1,0,0.0087
1. Static Maze (No Agent),39,flow_success,80,3,1,1,0.0318
1. Static Maze (No Agent),40,flow_success,52,3,1,1,0.0168
1. Static Maze (No Agent),41,flow_success,64,3,1,1,0.0245
1. Static Maze (No Agent),42,flow_success,76,3,1,1,0.0323
1. Static Maze (No Agent),43,too_fast,44,3,1,0,0.0137
1. Static Maze (No Agent),44,flow_success,84,3,1,1,0.0388
1. Static Maze (No Agent),45,flow_success,76,3,1,1,0.0319
1. Static Maze (No Agent),46,too_fast,44,3,1,0,0.0138
1. Static Maze (No Agent),47,flow_success,56,3,1,1,0.0205
1. Static Maze (No Agent),48,too_fast,44,3,1,0,0.0139
1. Static Maze (No Agent),49,too_fast,40,3,1,0,0.0118
1. Static Maze (No Agent),50,flow_success,76,3,1,1,0.0331
1. Static Maze (No Agent),51,too_fast,36,3,1,0,0.0106
1. Static Maze (No Agent),52,flow_success,52,3,1,1,0.0175
1. Static Maze (No Agent),53,too_fast,40,3,1,0,0.0117
1. Static Maze (No Agent),54,flow_success,80,3,1,1,0.035
1. Static Maze (No Agent),55,too_fast,40,3,1,0,0.0116
1. Static Maze (No Agent),56,flow_success,92,3,1,1,0.0429
1. Static Maze (No Agent),57,flow_success,60,3,1,1,0.0221
1. Static Maze (No Agent),58,flow_success,52,3,1,1,0.0188
1. Static Maze (No Agent),59,flow_success,52,3,1,1,0.0176
1. Static Maze (No Agent),60,flow_success,84,3,1,1,0.039
1. Static Maze (No Agent),61,flow_success,52,3,1,1,0.0181
1. Static Maze (No Agent),62,too_fast,32,3,1,0,0.009
1. Static Maze (No Agent),63,flow_success,60,3,1,1,0.0215
1. Static Maze (No Agent),64,flow_success,52,3,1,1,0.0173
1. Static Maze (No Agent),65,flow_success,52,3,1,1,0.0173
1. Static Maze (No Agent),66,flow_success,76,3,1,1,0.0302
1. Static Maze (No Agent),67,flow_success,56,3,1,1,0.0191
1. Static Maze (No Agent),68,flow_success,60,3,1,1,0.0212
1. Static Maze (No Agent),69,flow_success,72,3,1,1,0.0287
1. Static Maze (No Agent),70,flow_success,84,3,1,1,0.0371
1. Static Maze (No Agent),71,flow_success,56,3,1,1,0.02
1. Static Maze (No Agent),72,flow_success,64,3,1,1,0.0259
1. Static Maze (No Agent),73,flow_success,68,3,1,1,0.0281
1. Static Maze (No Agent),74,too_fast,32,3,1,0,0.0088
1. Static Maze (No Agent),75,flow_success,52,3,1,1,0.0168
1. Static Maze (No Agent),76,flow_success,72,3,1,1,0.0276
1. Static Maze (No Agent),77,flow_success,68,3,1,1,0.0256
1. Static Maze (No Agent),78,flow_success,64,3,1,1,0.0237
1. Static Maze (No Agent),79,flow_success,68,3,1,1,0.0265
1. Static Maze (No Agent),80,flow_success,56,3,1,1,0.019
1. Static Maze (No Agent),81,flow_success,60,3,1,1,0.0222
1. Static Maze (No Agent),82,flow_success,56,3,1,1,0.0187
1. Static Maze (No Agent),83,too_fast,40,3,1,0,0.0117
1. Static Maze (No Agent),84,flow_success,56,3,1,1,0.0189
1. Static Maze (No Agent),85,flow_success,76,3,1,1,0.0336
1. Static Maze (No Agent),86,too_fast,40,3,1,0,0.0122
1. Static Maze (No Agent),87,too_fast,44,3,1,0,0.0141
1. Static Maze (No Agent),88,too_fast,48,3,1,0,0.0163
1. Static Maze (No Agent),89,flow_success,52,3,1,1,0.0184
1. Static Maze (No Agent),90,flow_success,60,3,1,1,0.0224
1. Static Maze (No Agent),91,flow_success,88,3,1,1,0.0466
1. Static Maze (No Agent),92,flow_success,60,3,1,1,0.0225
1. Static Maze (No Agent),93,flow_success,68,3,1,1,0.0302
1. Static Maze (No Agent),94,flow_success,52,3,1,1,0.0183
1. Static Maze (No Agent),95,flow_success,64,3,1,1,0.0265
1. Static Maze (No Agent),96,too_fast,48,3,1,0,0.0151
1. Static Maze (No Agent),97,flow_success,72,3,1,1,0.0288
1. Static Maze (No Agent),98,too_fast,48,3,1,0,0.0152
1. Static Maze (No Agent),99,flow_success,84,3,1,1,0.0404
1. Static Maze (No Agent),100,flow_success,64,3,1,1,0.0274
2. Walls Only,1,flow_success,52,3,1,1,0.0204
2. Walls Only,2,flow_success,56,3,1,1,0.0213
2. Walls Only,3,too_fast,32,3,1,0,0.0094
2. Walls Only,4,flow_success,68,3,1,1,0.036
2. Walls Only,5,flow_success,80,3,1,1,0.0507
2. Walls Only,6,too_fast,44,3,1,0,0.0135
2. Walls Only,7,too_fast,40,3,1,0,0.0118
2. Walls Only,8,flow_success,70,3,1,1,0.029
2. Walls Only,9,flow_success,80,3,1,1,0.0348
2. Walls Only,10,flow_success,80,3,1,1,0.0339
2. Walls Only,11,flow_success,92,3,1,1,0.0458
2. Walls Only,12,flow_success,56,3,1,1,0.0195
2. Walls Only,13,too_fast,48,3,1,0,0.0152
2. Walls Only,14,flow_success,60,3,1,1,0.0229
2. Walls Only,15,flow_success,56,3,1,1,0.0473
2. Walls Only,16,too_fast,36,3,1,0,0.0113
2. Walls Only,17,flow_success,76,3,1,1,0.0335
2. Walls Only,18,flow_success,96,3,1,1,0.0481
2. Walls Only,19,too_fast,40,3,1,0,0.0133
2. Walls Only,20,flow_success,68,3,1,1,0.0301
2. Walls Only,21,flow_success,56,3,1,1,0.021
2. Walls Only,22,too_fast,36,3,1,0,0.0104
2. Walls Only,23,too_fast,32,3,1,0,0.0094
2. Walls Only,24,too_fast,36,3,1,0,0.0106
2. Walls Only,25,flow_success,60,3,1,1,0.0251
2. Walls Only,26,too_fast,32,3,1,0,0.009
2. Walls Only,27,flow_success,72,3,1,1,0.0321
2. Walls Only,28,flow_success,84,3,1,1,0.0403
2. Walls Only,29,too_fast,32,3,1,0,0.009
2. Walls Only,30,too_fast,36,3,1,0,0.0104
2. Walls Only,31,flow_success,64,3,1,1,0.0275
2. Walls Only,32,flow_success,76,3,1,1,0.038
2. Walls Only,33,flow_success,92,3,1,1,0.0439
2. Walls Only,34,too_fast,48,3,1,0,0.0189
2. Walls Only,35,too_fast,36,3,1,0,0.0106
2. Walls Only,36,flow_success,88,3,1,1,0.0454
2. Walls Only,37,too_fast,32,3,1,0,0.0094
2. Walls Only,38,flow_success,56,3,1,1,0.0214
2. Walls Only,39,flow_success,84,3,1,1,0.041
2. Walls Only,40,too_slow,112,3,1,0,0.0601
2. Walls Only,41,flow_success,54,3,1,1,0.0218
2. Walls Only,42,too_fast,44,3,1,0,0.0143
2. Walls Only,43,flow_success,96,3,1,1,0.0698
2. Walls Only,44,flow_success,68,3,1,1,0.0303
2. Walls Only,45,flow_success,52,3,1,1,0.0175
2. Walls Only,46,flow_success,96,3,1,1,0.0467
2. Walls Only,47,too_fast,44,3,1,0,0.0135
2. Walls Only,48,too_fast,48,3,1,0,0.0182
2. Walls Only,49,flow_success,70,3,1,1,0.0304
2. Walls Only,50,too_slow,104,3,1,0,0.0531
2. Walls Only,51,flow_success,60,3,1,1,0.0247
2. Walls Only,52,too_fast,40,3,1,0,0.0122
2. Walls Only,53,flow_success,68,3,1,1,0.0301
2. Walls Only,54,flow_success,84,3,1,1,0.038
2. Walls Only,55,flow_success,72,3,1,1,0.0283
2. Walls Only,56,flow_success,88,3,1,1,0.0391
2. Walls Only,57,too_fast,48,3,1,0,0.0165
2. Walls Only,58,too_fast,48,3,1,0,0.0148
2. Walls Only,59,flow_success,60,3,1,1,0.0215
2. Walls Only,60,too_fast,36,3,1,0,0.0102
2. Walls Only,61,too_fast,44,3,1,0,0.0139
2. Walls Only,62,too_fast,32,3,1,0,0.0093
2. Walls Only,63,too_fast,48,3,1,0,0.016
2. Walls Only,64,flow_success,60,3,1,1,0.0217
2. Walls Only,65,flow_success,100,3,1,1,0.047
2. Walls Only,66,flow_success,100,3,1,1,0.0494
2. Walls Only,67,too_fast,48,3,1,0,0.0162
2. Walls Only,68,too_fast,36,3,1,0,0.0117
2. Walls Only,69,flow_success,52,3,1,1,0.0172
2. Walls Only,70,flow_success,72,3,1,1,0.0296
2. Walls Only,71,flow_success,64,3,1,1,0.0264
2. Walls Only,72,too_fast,36,3,1,0,0.0105
2. Walls Only,73,flow_success,92,3,1,1,0.0474
2. Walls Only,74,flow_success,88,3,1,1,0.0444
2. Walls Only,75,flow_success,60,3,1,1,0.0213
2. Walls Only,76,too_fast,36,3,1,0,0.0105
2. Walls Only,77,flow_success,100,3,1,1,0.0535
2. Walls Only,78,too_fast,48,3,1,0,0.0163
2. Walls Only,79,flow_success,84,3,1,1,0.0391
2. Walls Only,80,flow_success,56,3,1,1,0.0193
2. Walls Only,81,flow_success,88,3,1,1,0.0429
2. Walls Only,82,flow_success,72,3,1,1,0.0298
2. Walls Only,83,too_fast,36,3,1,0,0.0108
2. Walls Only,84,flow_success,56,3,1,1,0.0197
2. Walls Only,85,flow_success,76,3,1,1,0.0374
2. Walls Only,86,flow_success,80,3,1,1,0.0352
2. Walls Only,87,too_fast,48,3,1,0,0.0154
2. Walls Only,88,flow_success,84,3,1,1,0.0409
2. Walls Only,89,flow_success,92,3,1,1,0.0463
2. Walls Only,90,flow_success,52,3,1,1,0.017
2. Walls Only,91,too_fast,48,3,1,0,0.0177
2. Walls Only,92,too_fast,36,3,1,0,0.0106
2. Walls Only,93,flow_success,60,3,1,1,0.0237
2. Walls Only,94,flow_success,72,3,1,1,0.0295
2. Walls Only,95,flow_success,60,3,1,1,0.0253
2. Walls Only,96,too_fast,36,3,1,0,0.0101
2. Walls Only,97,flow_success,52,3,1,1,0.0173
2. Walls Only,98,too_fast,36,3,1,0,0.0115
2. Walls Only,99,flow_success,52,3,1,1,0.0177
2. Walls Only,100,flow_success,68,3,1,1,0.0276
3. Walls + Monsters,1,too_fast,48,3,1,0,0.0163
3. Walls + Monsters,2,flow_success,88,3,1,1,0.0458
3. Walls + Monsters,3,flow_success,60,3,1,1,0.0214
3. Walls + Monsters,4,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,5,died,26,0,0,0,0.0224
3. Walls + Monsters,6,flow_success,76,3,1,1,0.0326
3. Walls + Monsters,7,flow_success,68,3,1,1,0.0255
3. Walls + Monsters,8,flow_success,56,3,1,1,0.0202
3. Walls + Monsters,9,too_fast,28,3,1,0,0.0075
3. Walls + Monsters,10,too_fast,36,3,1,0,0.0108
3. Walls + Monsters,11,too_fast,48,3,1,0,0.0167
3. Walls + Monsters,12,too_fast,36,3,1,0,0.0108
3. Walls + Monsters,13,too_fast,40,3,1,0,0.0119
3. Walls + Monsters,14,flow_success,68,3,1,1,0.0298
3. Walls + Monsters,15,died,8,0,0,0,0.0032
3. Walls + Monsters,16,flow_success,84,3,1,1,0.04
3. Walls + Monsters,17,flow_success,56,3,1,1,0.0196
3. Walls + Monsters,18,flow_success,72,3,1,1,0.0328
3. Walls + Monsters,19,died,26,0,0,0,0.0111
3. Walls + Monsters,20,flow_success,56,1,1,1,0.0274
3. Walls + Monsters,21,too_fast,40,3,1,0,0.013
3. Walls + Monsters,22,flow_success,72,2,1,1,0.0381
3. Walls + Monsters,23,too_fast,40,3,1,0,0.0124
3. Walls + Monsters,24,flow_success,64,3,1,1,0.024
3. Walls + Monsters,25,flow_success,60,3,1,1,0.0222
3. Walls + Monsters,26,flow_success,56,3,1,1,0.0242
3. Walls + Monsters,27,too_fast,48,3,1,0,0.0166
3. Walls + Monsters,28,flow_success,52,3,1,1,0.0187
3. Walls + Monsters,29,flow_success,52,3,1,1,0.0184
3. Walls + Monsters,30,flow_success,88,3,1,1,0.0391
3. Walls + Monsters,31,flow_success,56,3,1,1,0.0237
3. Walls + Monsters,32,flow_success,96,3,1,1,0.0487
3. Walls + Monsters,33,too_fast,44,3,1,0,0.0133
3. Walls + Monsters,34,too_fast,40,2,1,0,0.013
3. Walls + Monsters,35,too_fast,28,3,1,0,0.0075
3. Walls + Monsters,36,flow_success,56,3,1,1,0.02
3. Walls + Monsters,37,too_fast,36,3,1,0,0.011
3. Walls + Monsters,38,flow_success,52,3,1,1,0.0178
3. Walls + Monsters,39,flow_success,52,3,1,1,0.0182
3. Walls + Monsters,40,too_fast,44,3,1,0,0.0142
3. Walls + Monsters,41,flow_success,88,3,1,1,0.044
3. Walls + Monsters,42,died,37,0,0,0,0.0256
3. Walls + Monsters,43,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,44,flow_success,64,3,1,1,0.0247
3. Walls + Monsters,45,too_fast,44,3,1,0,0.0147
3. Walls + Monsters,46,too_fast,48,3,1,0,0.0163
3. Walls + Monsters,47,flow_success,64,3,1,1,0.0258
3. Walls + Monsters,48,died,18,0,0,0,0.0145
3. Walls + Monsters,49,flow_success,64,3,1,1,0.0252
3. Walls + Monsters,50,flow_success,72,1,1,1,0.0345
3. Walls + Monsters,51,flow_success,56,3,1,1,0.0211
3. Walls + Monsters,52,flow_success,52,3,1,1,0.0215
3. Walls + Monsters,53,flow_success,56,3,1,1,0.0213
3. Walls + Monsters,54,flow_success,60,3,1,1,0.0234
3. Walls + Monsters,55,flow_success,52,3,1,1,0.0173
3. Walls + Monsters,56,flow_success,64,3,1,1,0.0251
3. Walls + Monsters,57,flow_success,84,3,1,1,0.0406
3. Walls + Monsters,58,flow_success,76,3,1,1,0.0305
3. Walls + Monsters,59,flow_success,52,3,1,1,0.0186
3. Walls + Monsters,60,flow_success,56,3,1,1,0.0214
3. Walls + Monsters,61,flow_success,64,3,1,1,0.0269
3. Walls + Monsters,62,flow_success,68,3,1,1,0.0295
3. Walls + Monsters,63,died,29,0,0,0,0.029
3. Walls + Monsters,64,flow_success,64,3,1,1,0.0247
3. Walls + Monsters,65,too_fast,40,3,1,0,0.0122
3. Walls + Monsters,66,flow_success,72,3,1,1,0.0287
3. Walls + Monsters,67,too_fast,40,3,1,0,0.0119
3. Walls + Monsters,68,flow_success,72,3,1,1,0.0349
3. Walls + Monsters,69,flow_success,60,3,1,1,0.0253
3. Walls + Monsters,70,flow_success,68,3,1,1,0.026
3. Walls + Monsters,71,flow_success,68,3,1,1,0.0309
3. Walls + Monsters,72,too_fast,44,3,1,0,0.0138
3. Walls + Monsters,73,too_fast,44,2,1,0,0.0176
3. Walls + Monsters,74,too_fast,32,3,1,0,0.0091
3. Walls + Monsters,75,too_fast,44,3,1,0,0.0142
3. Walls + Monsters,76,flow_success,72,3,1,1,0.0353
3. Walls + Monsters,77,too_fast,32,3,1,0,0.0087
3. Walls + Monsters,78,flow_success,64,3,1,1,0.0243
3. Walls + Monsters,79,too_fast,32,3,1,0,0.0087
3. Walls + Monsters,80,too_fast,40,3,1,0,0.0125
3. Walls + Monsters,81,too_fast,40,3,1,0,0.0141
3. Walls + Monsters,82,flow_success,80,3,1,1,0.0362
3. Walls + Monsters,83,flow_success,100,3,1,1,0.0516
3. Walls + Monsters,84,flow_success,56,3,1,1,0.0224
3. Walls + Monsters,85,too_fast,32,3,1,0,0.0089
3. Walls + Monsters,86,flow_success,88,3,1,1,0.0438
3. Walls + Monsters,87,flow_success,80,3,1,1,0.0414
3. Walls + Monsters,88,too_fast,44,3,1,0,0.0141
3. Walls + Monsters,89,flow_success,96,3,1,1,0.0502
3. Walls + Monsters,90,flow_success,52,3,1,1,0.0175
3. Walls + Monsters,91,too_fast,48,3,1,0,0.0188
3. Walls + Monsters,92,flow_success,72,3,1,1,0.0299
3. Walls + Monsters,93,too_fast,32,3,1,0,0.0089
3. Walls + Monsters,94,flow_success,72,3,1,1,0.0285
3. Walls + Monsters,95,too_fast,48,3,1,0,0.016
3. Walls + Monsters,96,too_fast,48,1,1,0,0.017
3. Walls + Monsters,97,too_fast,48,3,1,0,0.0156
3. Walls + Monsters,98,flow_success,64,3,1,1,0.0336
3. Walls + Monsters,99,flow_success,92,3,1,1,0.0449
3. Walls + Monsters,100,too_fast,32,3,1,0,0.0087
4. Full Features,1,flow_success,80,3,1,1,0.0381
4. Full Features,2,too_fast,38,3,1,0,0.0159
4. Full Features,3,too_fast,42,3,1,0,0.0139
4. Full Features,4,too_fast,29,3,1,0,0.0134
4. Full Features,5,too_fast,10,3,1,0,0.003
4. Full Features,6,too_fast,6,3,1,0,0.0015
4. Full Features,7,too_fast,48,3,1,0,0.0167
4. Full Features,8,too_fast,42,3,1,0,0.0243
4. Full Features,9,flow_success,54,3,1,1,0.0203
4. Full Features,10,flow_success,62,3,1,1,0.0234
4. Full Features,11,too_fast,27,3,1,0,0.0101
4. Full Features,12,flow_success,80,3,1,1,0.0539
4. Full Features,13,died,13,0,0,0,0.006
4. Full Features,14,flow_success,58,3,1,1,0.0382
4. Full Features,15,too_fast,36,3,1,0,0.0128
4. Full Features,16,too_fast,35,3,1,0,0.0165
4. Full Features,17,too_fast,12,3,1,0,0.0033
4. Full Features,18,flow_success,53,3,1,1,0.0215
4. Full Features,19,too_fast,26,3,1,0,0.0147
4. Full Features,20,flow_success,86,3,1,1,0.0444
4. Full Features,21,too_fast,36,3,1,0,0.011
4. Full Features,22,too_fast,10,3,1,0,0.0027
4. Full Features,23,died,32,0,0,0,0.0242
4. Full Features,24,too_fast,10,3,1,0,0.0025
4. Full Features,25,too_fast,24,3,1,0,0.0065
4. Full Features,26,flow_success,56,3,1,1,0.0287
4. Full Features,27,died,20,0,0,0,0.0141
4. Full Features,28,flow_success,58,3,1,1,0.0223
4. Full Features,29,flow_success,64,3,1,1,0.0234
4. Full Features,30,flow_success,56,3,1,1,0.0219
4. Full Features,31,too_fast,34,3,1,0,0.0108
4. Full Features,32,too_fast,26,3,1,0,0.008
4. Full Features,33,flow_success,67,3,1,1,0.0288
4. Full Features,34,too_fast,20,3,1,0,0.0111
4. Full Features,35,too_fast,8,3,1,0,0.0025
4. Full Features,36,too_fast,42,3,1,0,0.0159
4. Full Features,37,flow_success,67,3,1,1,0.0288
4. Full Features,38,died,35,0,0,0,0.017
4. Full Features,39,flow_success,56,3,1,1,0.0196
4. Full Features,40,flow_success,68,3,1,1,0.0284
4. Full Features,41,flow_success,76,3,1,1,0.0367
4. Full Features,42,timeout,151,3,0,0,0.054
4. Full Features,43,too_fast,7,3,1,0,0.0017
4. Full Features,44,too_fast,36,3,1,0,0.0108
4. Full Features,45,too_fast,20,3,1,0,0.0065
4. Full Features,46,too_fast,4,3,1,0,0.001
4. Full Features,47,flow_success,80,3,1,1,0.0407
4. Full Features,48,too_fast,45,3,1,0,0.0147
4. Full Features,49,too_fast,20,3,1,0,0.0057
4. Full Features,50,too_fast,28,3,1,0,0.0081
4. Full Features,51,too_fast,7,3,1,0,0.0017
4. Full Features,52,too_fast,16,3,1,0,0.0058
4. Full Features,53,too_fast,48,3,1,0,0.0169
4. Full Features,54,flow_success,74,3,1,1,0.0257
4. Full Features,55,flow_success,96,3,1,1,0.0528
4. Full Features,56,too_fast,10,3,1,0,0.0026
4. Full Features,57,too_fast,40,3,1,0,0.0131
4. Full Features,58,flow_success,72,3,1,1,0.0478
4. Full Features,59,flow_success,85,3,1,1,0.0427
4. Full Features,60,too_fast,46,3,1,0,0.0201
4. Full Features,61,too_fast,36,3,1,0,0.0173
4. Full Features,62,flow_success,50,3,1,1,0.02
4. Full Features,63,too_fast,24,3,1,0,0.0094
4. Full Features,64,too_fast,8,3,1,0,0.002
4. Full Features,65,flow_success,64,3,1,1,0.0337
4. Full Features,66,flow_success,63,3,1,1,0.0288
4. Full Features,67,too_fast,14,3,1,0,0.0037
4. Full Features,68,flow_success,56,3,1,1,0.0209
4. Full Features,69,flow_success,72,3,1,1,0.0315
4. Full Features,70,flow_success,78,3,1,1,0.0314
4. Full Features,71,too_fast,44,3,1,0,0.0304
4. Full Features,72,too_fast,38,3,1,0,0.0149
4. Full Features,73,flow_success,55,3,1,1,0.032
4. Full Features,74,too_fast,10,3,1,0,0.0026
4. Full Features,75,too_fast,4,3,1,0,0.0011
4. Full Features,76,too_fast,17,3,1,0,0.0046
4. Full Features,77,too_fast,40,3,1,0,0.014
4. Full Features,78,too_fast,40,3,1,0,0.0125
4. Full Features,79,too_fast,10,3,1,0,0.0024
4. Full Features,80,died,12,0,0,0,0.0081
4. Full Features,81,too_fast,38,3,1,0,0.0125
4. Full Features,82,too_fast,29,3,1,0,0.0085
4. Full Features,83,flow_success,58,3,1,1,0.0198
4. Full Features,84,flow_success,56,3,1,1,0.0232
4. Full Features,85,too_fast,32,3,1,0,0.0101
4. Full Features,86,too_fast,36,3,1,0,0.0106
4. Full Features,87,timeout,151,3,0,0,0.0371
4. Full Features,88,timeout,151,3,0,0,0.0906
4. Full Features,89,flow_success,80,3,1,1,0.0365
4. Full Features,90,flow_success,54,3,1,1,0.021
4. Full Features,91,too_fast,31,3,1,0,0.0126
4. Full Features,92,too_fast,44,3,1,0,0.015
4. Full Features,93,too_fast,48,3,1,0,0.0159
4. Full Features,94,flow_success,74,3,1,1,0.0341
4. Full Features,95,too_slow,104,3,1,0,0.0565
4. Full Features,96,flow_success,64,3,1,1,0.0261
4. Full Features,97,too_fast,18,3,1,0,0.0048
4. Full Features,98,too_fast,6,3,1,0,0.0019
4. Full Features,99,flow_success,70,3,1,1,0.0293
4. Full Features,100,too_fast,6,3,1,0,0.0017
