Scenario,Episode,Result,Steps,Final_HP,Is_Success,Is_Flow,Real_Time_Sec
1. Static Maze (No Agent),72,flow_success,64,3,1,1,0.0256
1. Static Maze (No Agent),73,flow_success,68,3,1,1,0.028
1. Static Maze (No Agent),74,too_fast,32,3,1,0,0.0087
1. Static Maze (No Agent),75,flow_success,52,3,1,1,0.0166
1. Static Maze (No Agent),76,flow_success,72,3,1,1,0.0276
1. Static Maze (No Agent),77,flow_success,68,3,1,1,0.0257
1. Static Maze (No Agent),78,flow_success,64,3,1,1,0.0239
1. Static Maze (No Agent),79,flow_success,68,3,1,1,0.0266
1. Static Maze (No Agent),80,flow_success,56,3,1,1,0.0189
1. Static Maze (No Agent),81,flow_success,60,3,1,1,0.0222
1. Static Maze (No Agent),82,flow_success,56,3,1,1,0.0185
1. Static Maze (No Agent),83,too_fast,40,3,1,0,0.0116
1. Static Maze (No Agent),84,flow_success,56,3,1,1,0.0188
1. Static Maze (No Agent),85,flow_success,76,3,1,1,0.0336
1. Static Maze (No Agent),86,too_fast,40,3,1,0,0.0118
1. Static Maze (No Agent),87,too_fast,44,3,1,0,0.0137
1. Static Maze (No Agent),88,too_fast,48,3,1,0,0.0159
1. Static Maze (No Agent),89,flow_success,52,3,1,1,0.018
1. Static Maze (No Agent),90,flow_success,60,3,1,1,0.022
1. Static Maze (No Agent),91,flow_success,88,3,1,1,0.0433
1. Static Maze (No Agent),92,flow_success,60,3,1,1,0.0218
1. Static Maze (No Agent),93,flow_success,68,3,1,1,0.0283
1. Static Maze (No Agent),94,flow_success,52,3,1,1,0.0179
1. Static Maze (No Agent),95,flow_success,64,3,1,1,0.025
1. Static Maze (No Agent),96,too_fast,48,3,1,0,0.0149
1. Static Maze (No Agent),97,flow_success,72,3,1,1,0.0276
1. Static Maze (No Agent),98,too_fast,48,3,1,0,0.0148
1. Static Maze (No Agent),99,flow_success,84,3,1,1,0.0372
1. Static Maze (No Agent),100,flow_success,64,3,1,1,0.0261
2. Walls Only,1,flow_success,52,3,1,1,0.0185
2. Walls Only,2,flow_success,56,3,1,1,0.0208
2. Walls Only,3,too_fast,32,3,1,0,0.0087
2. Walls Only,4,flow_success,68,3,1,1,0.0276
2. Walls Only,5,flow_success,80,3,1,1,0.0342
2. Walls Only,6,too_fast,44,3,1,0,0.0135
2. Walls Only,7,too_fast,34,3,1,0,0.0101
2. Walls Only,8,flow_success,54,3,1,1,0.0212
2. Walls Only,9,flow_success,80,3,1,1,0.0347
2. Walls Only,10,flow_success,80,3,1,1,0.0349
2. Walls Only,11,flow_success,92,3,1,1,0.0447
2. Walls Only,12,flow_success,56,3,1,1,0.0193
2. Walls Only,13,too_fast,48,3,1,0,0.0151
2. Walls Only,14,flow_success,60,3,1,1,0.0218
2. Walls Only,15,too_fast,42,3,1,0,0.0148
2. Walls Only,16,too_fast,36,3,1,0,0.0103
2. Walls Only,17,flow_success,76,3,1,1,0.032
2. Walls Only,18,flow_success,96,3,1,1,0.0494
2. Walls Only,19,too_fast,40,3,1,0,0.0134
2. Walls Only,20,flow_success,60,3,1,1,0.0249
2. Walls Only,21,flow_success,56,3,1,1,0.0202
2. Walls Only,22,too_fast,36,3,1,0,0.0104
2. Walls Only,23,too_fast,32,3,1,0,0.009
2. Walls Only,24,too_fast,36,3,1,0,0.0105
2. Walls Only,25,flow_success,60,3,1,1,0.0219
2. Walls Only,26,too_fast,28,3,1,0,0.0078
2. Walls Only,27,flow_success,72,3,1,1,0.0323
2. Walls Only,28,too_fast,44,3,1,0,0.0162
2. Walls Only,29,too_fast,32,3,1,0,0.0087
2. Walls Only,30,too_fast,36,3,1,0,0.0105
2. Walls Only,31,flow_success,64,3,1,1,0.0351
2. Walls Only,32,flow_success,76,3,1,1,0.0387
2. Walls Only,33,flow_success,84,3,1,1,0.0443
2. Walls Only,34,too_fast,48,3,1,0,0.015
2. Walls Only,35,too_fast,36,3,1,0,0.0103
2. Walls Only,36,flow_success,88,3,1,1,0.0445
2. Walls Only,37,too_fast,32,3,1,0,0.0086
2. Walls Only,38,flow_success,56,3,1,1,0.0201
2. Walls Only,39,flow_success,84,3,1,1,0.0398
2. Walls Only,40,too_slow,102,3,1,0,0.0536
2. Walls Only,41,flow_success,56,3,1,1,0.02
2. Walls Only,42,too_fast,44,3,1,0,0.0144
2. Walls Only,43,flow_success,96,3,1,1,0.0468
2. Walls Only,44,flow_success,96,3,1,1,0.0443
2. Walls Only,45,too_fast,48,3,1,0,0.0166
2. Walls Only,46,flow_success,96,3,1,1,0.047
2. Walls Only,47,too_fast,44,3,1,0,0.0136
2. Walls Only,48,flow_success,64,3,1,1,0.025
2. Walls Only,49,flow_success,92,3,1,1,0.0428
2. Walls Only,50,too_slow,104,3,1,0,0.0539
2. Walls Only,51,flow_success,60,3,1,1,0.0245
2. Walls Only,52,too_fast,40,3,1,0,0.0121
2. Walls Only,53,flow_success,68,3,1,1,0.0295
2. Walls Only,54,too_fast,40,3,1,0,0.0171
2. Walls Only,55,flow_success,72,3,1,1,0.0288
2. Walls Only,56,flow_success,52,3,1,1,0.0236
2. Walls Only,57,too_fast,48,3,1,0,0.0161
2. Walls Only,58,too_fast,48,3,1,0,0.0148
2. Walls Only,59,too_fast,48,3,1,0,0.0169
2. Walls Only,60,too_fast,36,3,1,0,0.0101
2. Walls Only,61,too_fast,44,3,1,0,0.0139
2. Walls Only,62,too_fast,32,3,1,0,0.0091
2. Walls Only,63,too_fast,48,3,1,0,0.016
2. Walls Only,64,flow_success,60,3,1,1,0.022
2. Walls Only,65,flow_success,100,3,1,1,0.0478
2. Walls Only,66,flow_success,84,3,1,1,0.0396
2. Walls Only,67,too_fast,48,3,1,0,0.0163
2. Walls Only,68,flow_success,56,3,1,1,0.0193
2. Walls Only,69,flow_success,52,3,1,1,0.0173
2. Walls Only,70,flow_success,72,3,1,1,0.0299
2. Walls Only,71,flow_success,64,3,1,1,0.0245
2. Walls Only,72,too_fast,36,3,1,0,0.0105
2. Walls Only,73,flow_success,92,3,1,1,0.0451
2. Walls Only,74,flow_success,88,3,1,1,0.0421
2. Walls Only,75,flow_success,60,3,1,1,0.0215
2. Walls Only,76,too_fast,36,3,1,0,0.0101
2. Walls Only,77,flow_success,100,3,1,1,0.0498
2. Walls Only,78,too_fast,48,3,1,0,0.0161
2. Walls Only,79,flow_success,84,3,1,1,0.0392
2. Walls Only,80,flow_success,56,3,1,1,0.019
2. Walls Only,81,flow_success,88,3,1,1,0.042
2. Walls Only,82,flow_success,50,3,1,1,0.0211
2. Walls Only,83,too_fast,36,3,1,0,0.0107
2. Walls Only,84,flow_success,56,3,1,1,0.0199
2. Walls Only,85,flow_success,76,3,1,1,0.0355
2. Walls Only,86,flow_success,80,3,1,1,0.035
2. Walls Only,87,too_fast,48,3,1,0,0.015
2. Walls Only,88,flow_success,84,3,1,1,0.0409
2. Walls Only,89,flow_success,92,3,1,1,0.0456
2. Walls Only,90,flow_success,52,3,1,1,0.0174
2. Walls Only,91,too_fast,48,3,1,0,0.0167
2. Walls Only,92,too_fast,36,3,1,0,0.0108
2. Walls Only,93,flow_success,60,3,1,1,0.0242
2. Walls Only,94,flow_success,72,3,1,1,0.0291
2. Walls Only,95,flow_success,60,3,1,1,0.0219
2. Walls Only,96,too_fast,36,3,1,0,0.0101
2. Walls Only,97,flow_success,52,3,1,1,0.0174
2. Walls Only,98,too_fast,36,3,1,0,0.0105
2. Walls Only,99,flow_success,52,3,1,1,0.0178
2. Walls Only,100,flow_success,68,3,1,1,0.0288
3. Walls + Monsters,1,too_fast,36,3,1,0,0.0118
3. Walls + Monsters,2,flow_success,88,3,1,1,0.0452
3. Walls + Monsters,3,flow_success,60,3,1,1,0.0257
3. Walls + Monsters,4,too_fast,32,3,1,0,0.0092
3. Walls + Monsters,5,flow_success,62,3,1,1,0.0246
3. Walls + Monsters,6,flow_success,76,3,1,1,0.0336
3. Walls + Monsters,7,flow_success,68,3,1,1,0.0651
3. Walls + Monsters,8,flow_success,56,3,1,1,0.0214
3. Walls + Monsters,9,too_fast,28,3,1,0,0.0078
3. Walls + Monsters,10,too_fast,36,3,1,0,0.0111
3. Walls + Monsters,11,too_fast,48,3,1,0,0.0164
3. Walls + Monsters,12,too_fast,36,3,1,0,0.0109
3. Walls + Monsters,13,too_fast,40,3,1,0,0.014
3. Walls + Monsters,14,flow_success,68,3,1,1,0.0339
3. Walls + Monsters,15,too_fast,44,3,1,0,0.0137
3. Walls + Monsters,16,flow_success,84,3,1,1,0.0425
3. Walls + Monsters,17,flow_success,56,3,1,1,0.0201
3. Walls + Monsters,18,flow_success,72,3,1,1,0.0297
3. Walls + Monsters,19,too_fast,36,3,1,0,0.0106
3. Walls + Monsters,20,flow_success,56,3,1,1,0.0198
3. Walls + Monsters,21,too_fast,40,3,1,0,0.0123
3. Walls + Monsters,22,flow_success,72,3,1,1,0.0296
3. Walls + Monsters,23,too_fast,40,3,1,0,0.012
3. Walls + Monsters,24,flow_success,64,3,1,1,0.0248
3. Walls + Monsters,25,flow_success,60,3,1,1,0.0226
3. Walls + Monsters,26,too_fast,48,1,1,0,0.0239
3. Walls + Monsters,27,too_fast,48,3,1,0,0.0165
3. Walls + Monsters,28,flow_success,52,3,1,1,0.0184
3. Walls + Monsters,29,too_fast,30,3,1,0,0.0106
3. Walls + Monsters,30,flow_success,88,3,1,1,0.0419
3. Walls + Monsters,31,flow_success,56,3,1,1,0.0213
3. Walls + Monsters,32,flow_success,92,3,1,1,0.0473
3. Walls + Monsters,33,too_fast,44,3,1,0,0.0137
3. Walls + Monsters,34,too_fast,40,3,1,0,0.0123
3. Walls + Monsters,35,too_fast,28,3,1,0,0.0077
3. Walls + Monsters,36,flow_success,56,3,1,1,0.0207
3. Walls + Monsters,37,too_fast,36,3,1,0,0.0105
3. Walls + Monsters,38,flow_success,52,3,1,1,0.0184
3. Walls + Monsters,39,flow_success,52,3,1,1,0.0183
3. Walls + Monsters,40,too_fast,44,3,1,0,0.0135
3. Walls + Monsters,41,flow_success,92,3,1,1,0.045
3. Walls + Monsters,42,flow_success,64,3,1,1,0.0245
3. Walls + Monsters,43,flow_success,64,3,1,1,0.0246
3. Walls + Monsters,44,too_fast,40,3,1,0,0.014
3. Walls + Monsters,45,too_fast,44,3,1,0,0.0138
3. Walls + Monsters,46,too_fast,48,3,1,0,0.0229
3. Walls + Monsters,47,flow_success,64,3,1,1,0.0278
3. Walls + Monsters,48,flow_success,60,2,1,1,0.0342
3. Walls + Monsters,49,flow_success,64,3,1,1,0.0265
3. Walls + Monsters,50,flow_success,72,3,1,1,0.0314
3. Walls + Monsters,51,flow_success,56,3,1,1,0.0205
3. Walls + Monsters,52,flow_success,52,3,1,1,0.0181
3. Walls + Monsters,53,flow_success,56,3,1,1,0.0203
3. Walls + Monsters,54,flow_success,60,3,1,1,0.0257
3. Walls + Monsters,55,flow_success,52,3,1,1,0.0172
3. Walls + Monsters,56,flow_success,64,3,1,1,0.026
3. Walls + Monsters,57,flow_success,84,2,1,1,0.0481
3. Walls + Monsters,58,flow_success,76,3,1,1,0.0306
3. Walls + Monsters,59,flow_success,52,3,1,1,0.0185
3. Walls + Monsters,60,flow_success,56,3,1,1,0.0212
3. Walls + Monsters,61,flow_success,64,3,1,1,0.0262
3. Walls + Monsters,62,flow_success,68,3,1,1,0.0255
3. Walls + Monsters,63,flow_success,88,3,1,1,0.0414
3. Walls + Monsters,64,flow_success,64,3,1,1,0.0309
3. Walls + Monsters,65,too_fast,40,3,1,0,0.0121
3. Walls + Monsters,66,flow_success,72,3,1,1,0.0282
3. Walls + Monsters,67,too_fast,40,3,1,0,0.0117
3. Walls + Monsters,68,flow_success,72,3,1,1,0.0287
3. Walls + Monsters,69,flow_success,60,3,1,1,0.0245
3. Walls + Monsters,70,flow_success,68,1,1,1,0.0276
3. Walls + Monsters,71,flow_success,68,3,1,1,0.03
3. Walls + Monsters,72,too_fast,44,3,1,0,0.0138
3. Walls + Monsters,73,too_fast,44,3,1,0,0.014
3. Walls + Monsters,74,too_fast,32,3,1,0,0.0087
3. Walls + Monsters,75,too_fast,44,3,1,0,0.0139
3. Walls + Monsters,76,too_fast,30,3,1,0,0.0119
3. Walls + Monsters,77,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,78,too_fast,46,3,1,0,0.0166
3. Walls + Monsters,79,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,80,too_fast,40,3,1,0,0.0118
3. Walls + Monsters,81,too_fast,32,3,1,0,0.0096
3. Walls + Monsters,82,flow_success,80,3,1,1,0.0352
3. Walls + Monsters,83,flow_success,100,3,1,1,0.0489
3. Walls + Monsters,84,flow_success,56,3,1,1,0.0194
3. Walls + Monsters,85,too_fast,32,3,1,0,0.0086
3. Walls + Monsters,86,flow_success,88,3,1,1,0.0438
3. Walls + Monsters,87,too_fast,48,3,1,0,0.02
3. Walls + Monsters,88,too_fast,44,3,1,0,0.0137
3. Walls + Monsters,89,flow_success,68,3,1,1,0.0311
3. Walls + Monsters,90,flow_success,52,2,1,1,0.0173
3. Walls + Monsters,91,too_fast,48,3,1,0,0.0157
3. Walls + Monsters,92,too_fast,48,3,1,0,0.0205
3. Walls + Monsters,93,too_fast,32,3,1,0,0.0088
3. Walls + Monsters,94,flow_success,72,3,1,1,0.0283
3. Walls + Monsters,95,too_fast,48,3,1,0,0.0161
3. Walls + Monsters,96,too_fast,48,3,1,0,0.0155
3. Walls + Monsters,97,too_fast,48,3,1,0,0.0156
3. Walls + Monsters,98,flow_success,64,3,1,1,0.0243
3. Walls + Monsters,99,flow_success,84,3,1,1,0.044
3. Walls + Monsters,100,too_fast,32,3,1,0,0.0087
4. Full Features,1,timeout,151,3,0,0,0.0423
4. Full Features,2,too_fast,33,3,1,0,0.0156
4. Full Features,3,too_fast,24,3,1,0,0.0085
4. Full Features,4,flow_success,89,3,1,1,0.0427
4. Full Features,5,too_fast,10,3,1,0,0.0045
4. Full Features,6,too_fast,26,3,1,0,0.0133
4. Full Features,7,timeout,151,2,0,0,0.045
4. Full Features,8,flow_success,57,3,1,1,0.0313
4. Full Features,9,too_fast,18,3,1,0,0.0084
4. Full Features,10,too_fast,29,1,1,0,0.0121
4. Full Features,11,timeout,151,3,0,0,0.0691
4. Full Features,12,timeout,151,3,0,0,0.0382
4. Full Features,13,timeout,151,3,0,0,0.0741
4. Full Features,14,timeout,151,3,0,0,0.0596
4. Full Features,15,too_fast,38,3,1,0,0.0146
4. Full Features,16,too_fast,40,3,1,0,0.0132
4. Full Features,17,flow_success,68,3,1,1,0.0347
4. Full Features,18,flow_success,50,3,1,1,0.0182
4. Full Features,19,flow_success,56,3,1,1,0.0208
4. Full Features,20,too_fast,41,3,1,0,0.0184
4. Full Features,21,flow_success,54,3,1,1,0.0217
4. Full Features,22,timeout,151,3,0,0,0.0547
4. Full Features,23,timeout,151,3,0,0,0.058
4. Full Features,24,timeout,151,3,0,0,0.0812
4. Full Features,25,flow_success,81,3,1,1,0.0395
4. Full Features,26,too_fast,6,3,1,0,0.0034
4. Full Features,27,too_fast,26,3,1,0,0.0135
4. Full Features,28,too_fast,10,3,1,0,0.0043
4. Full Features,29,too_fast,48,3,1,0,0.0167
4. Full Features,30,died,44,0,0,0,0.0234
4. Full Features,31,timeout,151,3,0,0,0.0675
4. Full Features,32,too_fast,22,3,1,0,0.0201
4. Full Features,33,too_fast,30,3,1,0,0.0106
4. Full Features,34,flow_success,75,3,1,1,0.0359
4. Full Features,35,flow_success,52,3,1,1,0.0243
4. Full Features,36,too_fast,34,3,1,0,0.0136
4. Full Features,37,too_fast,20,3,1,0,0.0071
4. Full Features,38,timeout,151,3,0,0,0.0861
4. Full Features,39,timeout,151,3,0,0,0.1113
4. Full Features,40,too_fast,31,3,1,0,0.0103
4. Full Features,41,too_fast,37,3,1,0,0.0185
4. Full Features,42,too_fast,43,3,1,0,0.0169
4. Full Features,43,too_fast,24,3,1,0,0.0072
4. Full Features,44,too_fast,36,3,1,0,0.0108
4. Full Features,45,too_fast,45,3,1,0,0.0197
4. Full Features,46,too_fast,45,3,1,0,0.0177
4. Full Features,47,too_fast,32,3,1,0,0.0141
4. Full Features,48,flow_success,96,3,1,1,0.0738
4. Full Features,49,timeout,151,3,0,0,0.0475
4. Full Features,50,too_fast,18,2,1,0,0.0072
4. Full Features,51,too_fast,39,3,1,0,0.0136
4. Full Features,52,too_fast,19,3,1,0,0.0058
4. Full Features,53,too_fast,22,3,1,0,0.0095
4. Full Features,54,too_fast,24,3,1,0,0.0067
4. Full Features,55,too_fast,22,3,1,0,0.0077
4. Full Features,56,timeout,151,3,0,0,0.0521
4. Full Features,57,flow_success,53,3,1,1,0.0212
4. Full Features,58,flow_success,81,3,1,1,0.0307
4. Full Features,59,flow_success,72,2,1,1,0.0355
4. Full Features,60,timeout,151,3,0,0,0.0432
4. Full Features,61,too_fast,29,2,1,0,0.0088
4. Full Features,62,too_fast,14,3,1,0,0.009
4. Full Features,63,too_fast,44,3,1,0,0.0178
4. Full Features,64,too_fast,24,3,1,0,0.0081
4. Full Features,65,too_fast,8,3,1,0,0.002
4. Full Features,66,timeout,151,3,0,0,0.0556
4. Full Features,67,flow_success,64,3,1,1,0.0355
4. Full Features,68,too_fast,49,3,1,0,0.0184
4. Full Features,69,too_fast,11,3,1,0,0.0054
4. Full Features,70,flow_success,52,3,1,1,0.0217
4. Full Features,71,too_fast,17,3,1,0,0.0047
4. Full Features,72,timeout,151,3,0,0,0.0869
4. Full Features,73,too_fast,29,3,1,0,0.0116
4. Full Features,74,flow_success,64,3,1,1,0.0351
4. Full Features,75,too_fast,28,3,1,0,0.0085
4. Full Features,76,too_fast,10,3,1,0,0.0087
4. Full Features,77,timeout,151,3,0,0,0.0547
4. Full Features,78,flow_success,52,3,1,1,0.0283
4. Full Features,79,timeout,151,3,0,0,0.0621
4. Full Features,80,flow_success,82,3,1,1,0.0493
4. Full Features,81,died,29,0,0,0,0.0222
4. Full Features,82,too_fast,26,3,1,0,0.0102
4. Full Features,83,flow_success,75,3,1,1,0.0321
4. Full Features,84,too_fast,25,3,1,0,0.01
4. Full Features,85,too_fast,42,2,1,0,0.0307
4. Full Features,86,timeout,151,3,0,0,0.0484
4. Full Features,87,flow_success,85,3,1,1,0.0441
4. Full Features,88,timeout,151,3,0,0,0.0898
4. Full Features,89,too_fast,21,3,1,0,0.008
4. Full Features,90,flow_success,72,2,1,1,0.0358
4. Full Features,91,timeout,151,2,0,0,0.0926
4. Full Features,92,too_fast,16,3,1,0,0.0041
4. Full Features,93,too_fast,20,2,1,0,0.0076
4. Full Features,94,too_fast,34,3,1,0,0.0109
4. Full Features,95,too_fast,34,3,1,0,0.0179
4. Full Features,96,flow_success,69,3,1,1,0.0318
4. Full Features,97,too_fast,47,3,1,0,0.0185
4. Full Features,98,flow_success,61,3,1,1,0.0279
4. Full Features,99,flow_success,58,2,1,1,0.0282
4. Full Features,100,too_fast,49,3,1,0,0.0202
